file_name|transcription
005f0e01e2db223168891a030bbd45a3d5c32ec04a5994709237a7707744fc7984b4a4f14493a098af54850d56af5af41b86c7a25710fede11166f720934c2a8|I did what I could.
00593a9796ccc294ea5fd25421a404005ce5d37f16caf8acd6ae98d9b0e838e03e07e56ad79dde87a4fb8dc14ed544c795d90415413b5c5d0a3cf260ea05b168|It left a greenish streak that glowed for some seconds.
002f8eb87f648a870949b21c8420701a24fdfddf10cd58636e74d53eb878e5cf2917aa7434197a684364bc7a5415373a189df44b332334f40482fcb9252f9e19|There was an accident at work, a camel stampede nearly killed the janitor.
02880bea5707cbeb2c410803e44b6c99f34aa30fd4726afe1a9bfa28165ae6a0f61affb2e0f7a616dc276135384c81069bd72740910d44942c257b899e487824|I suppose I proposed to you.
04348709f45781f17f8dbfd04279bf12d8bc86f0b4c5971517cac2f7ad83d665404d0761a0f86122496688070556e03a0a256c4ecd321469fcf45437e97d697c|Then the thing came upon him in a flash.
0342e21b5d70ed6d02b437e692b5b726149d8cfb7fd347e1e0ff5564eb2c958baf0e7d7b4726bbe1a0329860373eeec02588c32b707ebd969e778ff5cafbea2a|"""Well, he thought about that,"" the old man said."
02a61641a3e8fb46e2081327a50b346c69bc5a5218539fb49e8651b85fc4f58e51297e2a9583cfd284a7a4676336880abf27e7a5dedfb262ac413c5cb2d2ae09|Amen.
029b16b3dbd8161423250b67b067a686fca715999803c97db091b17af8318bcd9f39b94acf63fec232e42f1e1be21f71c34aeadac7d497fb53b7c0a900334d17|You've got swell form.
055c493541d45ee2c3bf3a35d50dc15be55adec2c41827774fb6f37afac312525cb3e7d6195aadec3a1aed54580a81850514dc2b0a79d4bb8169d157e4173ca6|Sometime during the second year, you'll remember about the treasure.
059e8c96e6140f910e8b6b06f23be14f5368d2e543abd4038423b272c2f1482513cde841f9884cf9fc086aad14adaaf31098350efe86c3253f1861534aa855b8|I locked eyes with a fish in the tank.
01efb88ac85ee6acb7328b4eda5a1e111e2e55d250aa7cec0dddfa802e04118d9b3ff980db4fc440727d6bc45fe85e5e4bb9bd8712b6e6f4f2cadd254801b992|The porcupine scurried home.
0338ef9734bbbe2f7017cd7dd3acf8d0cc849c6ac7e2e32b00bbdd2764f946f2d40e06af3a5e54460767b05fe0be8d7e4f293a8d3e7f9621b9962bfddd0c607c|the hand that evokes love, and creates a twin soul for every person in the world.
024d163cc1e0d00e7440b250842edef35bd4d67a6230f0df62298060a5d5ec4e23458291362fce102b91c55f5b41011e2c9af848fa9ea54054d51ff381f69a86|He fell asleep, and when he awoke the sun was already high.
030415e3d9fdbce48d86d1847c88c1fae0169bd88dc55b03ad4648956286ecf4ffae930d73482cb139aab21d68f7db66f74ee93a45111698e24f9cf2bbdcd3a2|"""You came so that you could learn about your dreams,"" said the old woman."
009126ae46d052072d98b70fd98dcad30af95fbbd678fb04ea51c9d095a6f048816229aff699e330590e58edeaf51c7786f87adca92fcf77a68855263eec2610|The camel driver was seated at the base of a palm tree, observing the sunset.
00a7604362ed5bc64bb2cae98152526a81972f6b37c327fde31d265ab9a8c1c4e4e6c270ad09abcb5d40981be27433c1c110c8335fb1178cc37f403449407234|But, finally, he agreed that the boy, who spoke better Arabic than he, should do so.
007560ff01a0bb32d619d09467143c9345452ed4388b1e75a367206495b312e7fe6f1230d51b4058ea36c838f3459e719912ff682652387b5b29fcffe7b24fd5|It didn't even occur to the boy to flee.
049357078c4f8ddf89821d2113c96ef47c9099ebce44df05c90095535a073e5c668897f6b084724239b6168857f4c46960d84b63dbcbedbe08831547960d2b9a|It seemed such a little thing, so bright and small and still.
0524a890b31dbdb11995771442dcbecc81b5c2cde591f7080cad4224430d4fcab548a17d2af73f0486eff1f4758486405164116bac583b6710f6655e33cca29e|"""I'd like to build a display case for the crystal,"" the boy said to the merchant."
04a5b553dfe54a2f89fc6a00c70e4503f8c127e44268b80ab1b65f79762ab173e413d387f892f73cd7f6bc8621f148fe36d4094f0dcdb27c856d2965cca9cbfe|Henderson was taking it in.
003523ff17fad10481f0aa9a186fba625a60067fb9322ac9fcea130bc7362362caab25bdb40c36ae48f9d501800be0b1a826637cd4bba8a772a85948c60af550|"""The alchemist is two hundred years old,"" the Englishman had told him."
0170d20b65b4c912352d5488e19f5d6c19eede194b7a43d0c853ae097edab10e2e395eeb2778b15d1e30d73851bf20ebbe9aef377661587be99cda299555a659|"""I'll work for you,"" he said."
03991bfe438ee5540e4bcf284ea443b6727d97f753c7d34f798c1a15cbf8c9cdd94361c35450f021ea341922ddfe6eb08aed0edd0dab6314482ba70d4008defe|Hires two personal trainers and make one of them train the other one.
04e2cbe03e5a754f77b82146bea642417a5dff0f50f173204709609114b1a0fa9853f7609f1b19b506fbf0edbf58b906aafeb45e09e9b4084d7f849a0e89c67a|A boy came running towards me.
0036bdccc9dd32cc306ac3eb7e0f76cfb00e122930ea33e56043f22c21f3fa75e8a0f9e06f8708c867b46d19201e45fbd1dc54df5da573771bd0813e9113e506|He felt uneasy at the man's presence.
022dd21c6649228b27c95cd45a70d3352ac10c2885ef78a7ed807a5720ae76afd0b1a168ee41ee7d2e7678c43ccff01d277288d0f7534be5ba9818d1c33d5f4e|With every day that passed, the boy's heart became more and more silent.
0015a98b03dac1bde8f18fc43ce015fc7f77d82547740d250bbbd7319539005aac7ba4a45ba32550e825ed20b8a9e221989c15b923446283985acb03881b835e|"""This is what was written on the Emerald Tablet,"" said the alchemist, when he had finished."
02dfa9c20e1d01bfb1d46fd789115eb66573641483f23faf8da37b4a6a7adb1c77eea87aa6f5a9ee14bac2572abb2d2184a04126c279769affd3979b5c324da7|book me and my grandparents a restaurant in Saint Helens South Dakota
05487daf39505a748338bf2888aca7f2886be6df782882313b6785ba1649e4ece024a2149bc4f982aab21e3ee9ff34a858f8fd59f50e8d80039939055d3e1921|You want a drink or don't you?
0264bea5c6bf524b6c35218df34c2ad1e8f6c19e6c098566d06f2b4d48d05dcf7ae424a962e8394d8a6c74abb527aebef387a40299dfffb6dc29efcadf140e90|"""Exactly,"" answered the alchemist."
053f1e10ca85e38c4a426e14d0292c791d66a7a23d60275d0622e9dc56d27fffd0b68cf515acf2df1b767e52e30c023fb38f093437639e9e0e6813a16d9b73df|People say strange things, the boy thought.
055b72392310590def9918dd00462fb140640f245515bcda7b0123e419e37080223bc331c63149b0436c6f2735f64292141e92ecb17118182955a9804a758a01|What made you stop playing?
03f3e8ddfa5b67669fa4446bdd9bffff132f3892b1f4107ec561764df2db5088e6f993bf90aa42261ac7f5de52da23ced2375a607dd69fc45d21acb053860947|It's such an unfair world, innit?
012d3e751442e0320517db4eb21d25a522bda48abbe9424f27db22195d6197546ba3cbe6473851703ade46f2974c89042b8eca1260ae38257918f5e613771dfb|The vision vanished immediately, but it had shaken him.
00956f1ab14fab1e08c202982be02da733984d936b9ad32b9ac75b284e0a5ed31f7e80cd27af3a8cc7c570c1f213492b0f611ed5222549e369e41cf2ea98b632|If I had the choice between honey and jam, I would choose the latter.
0380b295bf7a1f5a408b408f7e0cfcdae9e53311b827f4729254d9b7ac441c0b9b8072717d49ce46e6cff7217fb7e221d1a1328f01ae09f8f9c013c9485d5696|It's lucky you got away from her.
026fe793f52ed617e77b198f7f1d08c8e7f74fb47e4a35513c49c81ab215f39747a598ae5f78ba85f3b6215fe11d4ce43eaa9166337b4d9dffbe3682a1ac255e|Milkshake is best in its chocolate form.
031b1fdd4780e3853cf3ca1004787d8821bd8c9647a5de417cc255d00c9a06019e409d65ef6271e95201a9fd1477a6383c3ffab9fae96a6409757c102eb87fe2|She needs to get her transcripts and passport first.
0360e6afebca31974ff1c1ca8ca5c35f71a5d813a7678df0940591ebaad5378aa9e4fecb51fecbab7107e79269296d7294af24b4e79be74efb46b6e6dc7b98e8|And they attacked an empty tent.
039726d2c210ebf7e5da00ff40244740584d6559e7562ffa8f41dc7c70c94865714f80fac68491c01e6417b0080397f9ecfe4c918e980159acf02b47243763c5|I passed away in it.
020514ec3bd13883f2edff8c2682dc92444159c3d594d69ccdc82706b3eb8397730a99a6a0ab50516f0052ea1cbc7a970a8e25ebef9b2e6ace15a2480689d4f7|The sword didn't fall.
02cd1367707825f590ed755b633304b76fdf53e6d854f02388a6aa0db695cec728645fc95e4282cd6fcbe1601da60eb1c8ac4b5f0a69b1f141514831fa8be708|They all gathered in Manchester.
0002f8aba3966f8e48dc4363fd277f73216378fedef7de010058549353cd414cb8c29d3a8d1f746a859b3b0dacf6d5609c1f308eb5051d2a3612dff99880f679|Only in that way would he be able to read the omens.
012794d1ce9d484b29653eb00b6677dc973181343dda4e691322ea2e65986820be520dc597607db33dbb5803ccf70cfeab9de6a321d222d89a8c8bfe2abecd22|I just don't trust anyone who says they've never had Hamburger Helper.
0055f5f4076fbac9a7c554d1b0da9ee7282419ad78f924aaf4cbb0054bb809c3f19161c27a730d9a5858a2a7a787be6b94b4dec43edc37073a80a40f61dbde8c|The wind approached the boy and touched his face.
027357d729ec41d6cd4d66dbfec8ee04f9b21f714c6fb928a8048c4652b5646c8108e35555773c08daee70cfb4dd943798e4376d560bd46958930f1e14fd6961|All things come to those that wait.
0181d62033387d5c9d46c730b0811d41495a66efbaf7fe3cf861782127b70fe6e9a158559c21c2329a2504f3f250f5718c6c193ff4ff1b589e03a81700008ccc|No one seemed to have thought about it that night.
035ab2ec209c6b08e577ca10b69bcdbbd20132b71219bb56aa5c44e6304771690d0e9cf8dd08013e67c9242da94699b9fcbd191d57b8f0d89ee620342220a202|The hydrogen gas escaped.
0318ce00c47a4d2c76fdef7c550f08206549cc080fd7a8b85ad5aeca07c7245aedb52ce2d3c59cacc50c0eaa8050a02081377c3e775ec176201d27301375cbf9|And I told Harry I thought I'd be bored to death.
0326a36d9e85c018afaa1ef90d7e9a8fa99c6bdefe810ac861ee25138bbfa9bbdce1c77a196a55f6c82d2486ddb09b5e6c6fc6c0821576bcb440b4f94c6116c3|The heather was on fire, and you could see a thin blue smoke rising up slowly.
051bbb49aa32081aeb88edec079f502083180af0e467b8a75a873a85a7332799a684234d168527e9699f6c8c39f427cff9e7874a848a7eb30ef65401c940c4d9|As they browsed the store together.
00313e9f8e8eb1dc777eabad22842ac186c032041a1136a988c33f63cd8d02f75a76bce7d24d7e96757a5e1966c1201da033eb7908ad88e40c4652025c721af9|It was such a gradual movement that he found it only by noticing the dots.
037e66c45b9582199033c3cbca462f2aaaab801b01901e65de2a43b1034befccc880e64a845d44d073f876f398a6076f4c885eba68e434f6fcec4b29c4dd9d69|Tyler, Lucy, Michelle, we're going to space!
01931502835123867534e31d4bddb66dded3592d55053b363340a29cb2d92d2a8324fdaefa1043ca6a2a65f781a89a40dd24cf544239d2840b57ad687ce024b3|"""Does a man's heart always help him?"" the boy asked the alchemist."
00dc7961a6765da60cb9aeab918cf66dbccf124e84367aa065b9e1c47e5ba194830a23bad7afefdbcc425fbd73f1950adaba83d2a32015373c7544a8a46ef348|Always ask an objective question.
046b7271dc6b7469e2606e6b870ab006ddd4c63012e4f8233e01b0a0953bbe77706131c66fecb7b76bc38144d97cfe8fcdb8ed053e556d5587b6d6a86f0dfb91|Sadly, my dream of becoming a squirrel whisperer may never happen.
024b9dd10a6a2d9c5e192f244edc6f6ef0dad33d7c390e518901749a86181bd932df0431e0e6d6419f1d3b48fd21f5983cb56312192df686bae6b7cbcb76c160|I'll do anything you say.
02cf13a3dbf1384bf8e156c3e8fea5980f2c42295fb40bf27c7c478dd6fbeda13d245dd0c61da378327ce4c918d35d9f6c391c9584de589e5a5d98ad782ee40f|There are some things a person just can't do!
04322b0a3d76a81971b9b235fd4430860a43a55f3f6a70b4498667196bbc7cab08a6ad7fbae370c612913eddfd284ca43eadd1a1e6243bf1fe2bd0aec64e889c|Wow, look how deep this canyon is!
0321a12f0aa72616af15a1c79b65f0f598d87f49e256c3b0158ba0d6bccfbf54842e75b3f11624c02f794fcb4ffe8123d00fec884cd9c1b664e093d884652e7d|What time is it?
010b691875e1fcaa32cc594ce42f47ab7840e1c7877d2c4fadd2f725624ecd7d935cc4f77c24e4ce3c180e190f9811b70e7adbe22a5f16c42f2ac7fa9964d7c2|But then he stopped.
035f4e692bf61f2192fe59b010f000b4d9fb9deff5b3857416c0c09ee74330f4ca0091be2832eb2c9d08076d7a2860828f6241fb31d829ac957e00d58b81adc6|We know that, and we are used to it.
0183f230aad44eb724d4e887805aac368f20cd3238e5bcb062187bd40bb05e26381838bbaffcd0f95dfc9b13731bf58f13e7fdd81388c3f816d5135a872d2c59|Home is where the heart is.
03aeb673a72ef3492802b554b794b1db46d0cac915ff19333d4dd7f54c091964e16a4c87ce9c3ea40a2f6e8fc94f546a23cd0c4cdd86cddbe8ae893a8e0c6327|As soon as he saw me among the crowd, he called to me to come down.
040e5741cac2096d081174a527e7790af30a344d15e3da97a8bfffa04f1af2f7abdcd25e2999a2adace1f2442cf44d51508dadc83e4aa2e30d9e90cc830f858d|I remember how I sat on the table there in the blackness, with patches of green and crimson swimming before my eyes.
0014ede41afc864d864a31abdb0782bac0c5a7e38867b1ea93d33ff8e9a0ece13bc50d41ffe3451f9aae4c77dc360f8d4720b1de603594c6c591fb117080172f|To forget his fear of flying, he imagined how the stewardess would look like in a bikini.
03a09f5eb2778a16399436c2e8a2ef0e83b36ceb13223ec84bd9af9cfd41ba1409afd702ba3f66848d2426f8c82f908db4da250d013bc0598af8f08a60497b45|Coming home, a party of tourists passed us, singing and playing music.
0379e852218ed293cba79d028248cab428affce8cdd461935a771aad89eeb2cbc96f2b8bd4a95f92059accfe94887ed93ef6dc32597a533687ff46e14d9018fa|You made your bed, now you must lie in it.
01b35d816a2145242e262264c5a04225656c7f1a3d12f64f817675827452c6f1affd8bb9ed9b7b8f50d9584aca263d4ed6f672292146ceb8818ae905f4953125|Something inside the cylinder was unscrewing the top.
05022760be7ad4370e1870166c51810dceeafd3abd9701a2e4079ee8a65846434f8bda386a0f70767c1e6503be96f674f62e14ea68ff2eee48e5f521e077b337|He's allergic to him.
0220318650b44e40043714c32d5e872156b3ccc100eb9e8c1f9265900f7464b3c8cd01f9ba5d3d1fed18b87e268db5c019af115c1b0be0542434bf04ebebe9ed|Any volunteers?
051e18ce82d36bafd2cc1aca55312f1b7b1478790caeefe107723ca39c6fb6fdd8cb8bdf6dd4041ce158eaa287080b530a4e4e930250d65df904c692b3075d5b|Taking the jacket out, he began to clean the glasses.
0065a904b0886e643495d47e46631f18d7d6f982c149de8f8fdd9e7d5eaa5dfca12dff23d17363e0c815166e274878fc624e0c9f62d188f27ca53daaff042b2f|He didn't want to cry with the other people there.
03ea814c239025cde519fb7a4943486bed6d857adf2603d52c306069abca88e7a1734ce1f2f4035fa192165a49cc8ecaf5a6443100a35dff02ea3a6c8e1baf52|The Englishman was disappointed.
010239e29537bd371ef38d3828feabcb295968500dcb6952575dd539a5af1b70a0698cd3e44d92fd7853a04f015353698c0b5fee5ade8d63ce2bcef6ec2afe92|Suppose there was a Shane York and he walked into this office.
003154bae7536f73b6d23b68dd511dd2db5a54ca31817e06fcb8e341d37ee9d591b86b37e0dff3f7224b3d01fb1acb13308411ee3a6d39842bc57167143a01cc|Delete this file.
04d3d4839979f34aa0f8e73b192b21b88c460423f8a209bfaee90c755d8a9acaed4fccf174bf0e6a2ce80153c21be8a0c6a30d456a15496cf820ed97073eac5f|The strange horseman drew an enormous, curved sword from a scabbard mounted on his saddle.
0013e2785fb253e688b429594bad6b0b7da4da476b55c0891fa13f02d4fc254acb3e6da0f1e39c5bca9d8759bea5a4f29efd44bc6a25bd8ae91f233a471686b3|Are you strong enough?
01be760a2f894fd96deddd1662108b2e57ae040c9d3c9a1762142f5765c16a40c71e6e7212d04cf8c2b7db6dd0fdc7a80159e25f47b492b6b60ee508357a60f4|A person lies half under a car, facedown.
03417fcb7497c242a432892d4a586d15ecc70be83622b5d511d2ba1c044e4760ac47ceee1375b746c2a17ab9cf7266dedfdcf1f49bb05d5e6fde7c07f25d6bd1|The LED monitor was cracked quite badly.
027e5b54965d74bc24d9970657a06445d6d230c2d3258af100f0cbd9c540158e7974cf4bdea9ce4c6885ac86bdd9230c2dea5ba493a8aa467b04690f2cd9fa80|I don't see him.
01e4eb8f28534d2e93bc61daeb6eed636c3ed4afce920d934e8bce975067547ba4b85a059dcdd496346f4c845bc23c0b98e3c35181e22158f9907af0312e9599|My leg's going to sleep.
02c4728ee303b6e3f430792e056e34cf281e7c23474f86820d080cf4ad5f904cd42042afa1968da0d86bf6a0f4cad0139f27db62f867a64d66e6dffc28e46c30|She will go down in history as the greatest brain surgeon in the world.
04d7eed71cf9f47dec788978220dd152583de2551120aa19002579eada5142bcce45a7c37ce8a1371bf998af5c63da19137f661349d83b766edbcee83b601de8|Love is the force that transforms and improves the Soul of the World.
00dc67ff07184a2ff45736a99f777506a33f4e5e3d8c030f76322af60d45b3a97d4587c8f50b00fe91952aa1adca1b89a6c66cc8326cc4509b04f4d3cf8e6883|Sadly, my dream of becoming a squirrel whisperer may never happen.
01339288eb4438df882de5b9785b1dc37280af364538a467188b4d3d5ef5af5d7fc7ddf3539dd613c861eca8aeb9d45192f0c6b996ed4c533476570cbbac812f|It was his heart that would tell him where his treasure was hidden.
059b6a74d13ee95ca079903ae616b7ec9c728eed2224eb35e8180d6b23ca41494f8146c2853f6f98eb490f186710e163bc573f706bd0928df8eee3d7f0e1c786|What would you do?
01446aec65f4c0131b44e062100bf38a8b9f5809a8fef5ee20ecca10b37353dde465ca28771928684e293af67ed3d35a8f6a5d64001b6e67846ec3d2e0cdd0df|He believed in omens.
0009bb357d54243af92b8bc1d80832510f31ed9227535c7b96edc116e81fbd6fc44d562db50bc7907435b116be5296c85dc83043acc0e2e980f2d7c5024b6280|She's a feisty little ferret.
02619e735ac1c8dc292d11e7df2f2ad0048f3d7e710e12f856955335fe95d8ee02af5e281a902889693b4b2fd94cb6b106caa0831ad81daa99253652ed6d85f9|People riding mopeds down the street
00c54ca5ed2fdfaa72f352bc9e255f6e629d362a8c589e3e38386f5d467d4e94a1d1d5853d56836838021dbd2d4d1a1e425770d7f97919416783de44e7ff6b7e|So usually a keypress instead of a click is used.
014e2fe57e842bbff96f1a56b99ff31a92c295921e1d7113594589a4dc5364a15fc03e26da7be28df4c176a2619c0ac18cb83aed607c63720fadb4dbfda44e34|Yorkshire is my county.
040cba461215a38b5e8b796976686e0e4f49381290dff686b7ec6eb7297ae565a083c978d47b19d954fed7c48a76918d265bb7fe2afbd5b0534ed9e7fd2e9c11|What am I doing?
048fa277d5d619b6e4822be7b45d9947224447af7d78ddd4d7af17dc088b187a7ab619984b63df81d82fa82e328b83632c2a357ff501f78dec9877b34af842da|And at that I told him, and he took my place.
00f80f604615f9d6e47fe580888aabf7f6e69d82918ace5b845e5719ba006766b9da1caf61f8f09bc593e2edda80ca1e9d969856774bc2196be485ae3f891810|From the railway station in the distance came the sound of trains, ringing and rumbling.
02ddd8c01c9c4afa16458dc0eaf97f0dc7adc29092c09a50a7a36cb6b82923a642ba393f8374b0af8ad10c2f803188586c27f6a826e22a37e3d35ed7696b249c|You can check out the original repository of examples or modules mentioned in the docs.
031fc3d19284161590626853fc386ffb748a23142571752d521b139f6b88e22ec99534fa4c71eef9a7a5576831248e5c1e800fa650c5885933f9557ff16cd5db|A line of flame high can be seen in the atmosphere.
0164d5d87bab694d696b9ef9677dfe9fe5949fb738e2739117befd3ee0048da42f97de900de178478d73d039b60eac73b0eb8726e06ecee8eec62641549971b6|I think I am catching a cold.
012670b0d7145c4e076c88e11a21efb18004eca6425ef467c140b25c294af7f3355c592a09a7d3145a2d175880997dc8b870f92dfa11f70b83d7fd696d402f10|He had never imagined that questions about life would be of such importance to a shepherd.
044247e337a7d1adeaa02b72ea65b709006e142c7d3e218bafc528c6a37919ec5108ed6f2d10ad7a1f9d540d6fa8f59c23ff919d0ce82855f28ef8070c1f9b8d|You bet I've got a better offer.
00b8cd9d08168db184cf1bd31c048e1e36f75a61de8f2d276c26d3e0683b97d7dbf80dfdf3283782692f899f0aba750187e2e6e86a99dd6abe4d5e566861e7cc|Why would I want to do that?
035af4353cf29b9e28f79fccf9d0bd2ad8368a1e820e681a5e6db15fc455413523847d92ea9d468c1102fc6373f15bee8c86d43a98f8cf68c7645242e79572f7|Man with guitar holding a microphone in one hand and extending his other arm.
02d977efa93e37bd0aaf4d0da2bc1fdc6e084c4d89cc2a52eebc62bd9f962fc0b4614d505866826ab1c8255754ebc1d6f7f2e30c4cd32793f6dbcb9b59b74cec|There were really, I think, two or three hundred people elbowing one another.
03221d7886b7353675b9eff9d13482340abf23eb28df3bf3b95355c9cf025b64b45ad2b91c77effe5ce365d3eec360883ccd377e49cdefbb81512ec86ee7040a|A chubby faced boy with sunglasses.
054ebb51610dadaeaa1a0ddefe7988d75d88b5804f0580b54773c321f7cb6159cfec7e1f06496d3c701f13f1fefc2d4d5ae9773eb11b7902876c8dac601ffc72|Oh no, my bunny broke out of its cage!
037ee966d31dcec67cb1fad466e18b8ee6c2fc13184ff157c632debbb505dde4cf81a86046b74470dbd467bb6cb7f157fe7977ad674c3b0dd7fd009851ee2aa3|The boy and the Englishman had bought camels, and climbed uncertainly onto their backs.
05026f561393b10b9e76eee9629021e4e8b775ae05a15821681fe31754d1afa477ca389d4fab6c994139f86ec6415abdc47a417ba89c6c6fdf1398e4443a9186|And so will you.
0009788ad54b248ea3f1cde0295aa3788d8432e28802d4bcca64c3fca870ff0494f7e38d59b62103d2cbb23aaf6ddb540d243db0e131b5c7149f544843fd7de7|He took the fourth part and handed it to the monk.
015bc7a8b0f2ad86940bd3200d7eb0edf004fabca32076584a7bd6a1c62eea76b536a183e08cf157966d6433a87f699eaa68255a1d9ee54f27890c431e20721c|Since it's been repaired, the car hasn't shown the issue any more.
01806860a7e2ecfb5e0928167f4e4b1c25e691e4ac6624cfdd3da428b0328d5c4377d6013af41f255a16af5c4d45f010e8b2e94276850565175b0280204fba58|How do you handle the negative weights?
00d4648af043adcf64ddb6c5f84ee86b89031254953f6bee50614a673ef0299e1d231f55a7c14f63625e68ec018fb38da347155b78c5b2263af92f3c6b1711ff|An hotel
038e4daa730b6214b59efaf43c64a9d0f439173f7ceb81d1915ba42123a26a2e4ce8f7364313d6c0b5c92a6baf863fb22ed234ca78952ec9563c7ee55d40ed39|I'll show you what I'm doing.
03dcb8652c0c0e0a630de5b1ac28fa35c1cfed9e401f906f1b2eee08bac07548c792d819286ee7071b7eef797753f80c7f3e25f7e6f5c2091e2fba1afe746876|There, the alchemist separated the disk into four parts.
0233d0a329a6a4a926d6452801d3d71703ee3e421bb1d6b9c80124991119207808d1cd4eb70f762265ddf7e0d3705cb7e81522eb8771e2e4689f9b1bfca10d9c|Feel the heat of the weak dying flame.
01ff89e38fbd84af775e67e056a0a449eacd402a75da991ca8ade35380d370a74d7d86519e0ec07ffa1301329586889977f7131301a79f5ec37d2781d64705de|Do you still remember your old account's password?
01cba2006af455e2e42e624dc3317497f5e7590d5ce4dbd0b3dc1b869852b07dafcc78b00842152018b407275584a0116ef1288a8755436d57713fa0c7196f81|But you are forcing me to look at wealth and at horizons I have never known.
01a474a68b1e0898dbbc66e923e4a4c2fa7fb6341061d81c48fea42fd667e8c4a51d6c99f1270ab4f265186b462639d1c7dec6a03c083e8981222ac691afb33c|"""I'm a woman of the desert,"" she said, averting her face."
0026cc0dcedbfef431e0e837f003fcc906e43cd563a66e3dac80e5e7eb756093c3e9023a692679246856a05d4b65f043339d7ec406cf11d38f2dbf88e83df159|The level ground was blackened as far as one could see, and it was still giving off smoke.
02defc645bca84da77ec39975fa24076edb088abcf5357bbd3d1642ae5e6c3ab36dba834b8c5030c641b61bbd0fff5f47d5f227b0b17af6979fbce54f8072ab6|Take shelter in this tent, but keep still.
00cd344f772f9cc134d21beb4ecc530e88f19bc8b9cbfb3ace39ac0302980d41fac39a7d334021998b4dee5d3dd714a3f5fb018a2b00b49337ee368eef3f1726|But men began to reject simple things, and to write tracts, interpretations, and philosophical studies.
04ebb89200899eafdb8c0c99e86800bbcd7de51b64b5dfb74f1e9f62536ae77787abf0ab3a2fb960279c81789c3a5815f2a3fb058fa4a38a655487bce090a4ba|"""Well, then, why do we need all these books?"" the boy asked."
02ce96b0b18de2df2a38d18e37d86b8ceb9963aa395e46fb0787e03a351c9414fbbafe2035630782855d6417d0393dc78d0a8e4949780ba14752509e0cffa70f|After the dance, they went straight home.
02366a0f90c092ad88ce37d2bc9f78664b5d5a4b2243cd9d53a79fb8a3332d8f7cd59fa5c8c768fa56363a9b5b3586bf7a83e15b6d9e7f082b99859adcb927aa|How does it feel?
022a4542889d5c737e7cc5421d13105dce83d9b11fdb639af41081041b2d54908d06b3495340e46d3bebb1c658bb12e7f74000e2591124037495ff5c84e620f4|But don't let him interrupt you.
019e7b2a5ffc1cd988c7292aa65c3cb7f7541c52d877aaf164d2a950bba1e6299541d1d0cfc8355b0968220dc2115fec471c48d5ab1cd3c6fbbd073f2a299ac0|"""Everything in life is an omen,"" said the Englishman, now closing the journal he was reading."
0225f45658d4c289ec8eeb88b8d3ed0dc84f5f5feecb35d4c5d026117b0e0731ae5c93bc420c155f6680027e15bbe640fd346e8eb41f8d817250d6a3b1153a03|Maybe Donald was gonna be her best man.
053903bbfd49b46aa1affb1fc9938cfd48ee746fa98493cd474163fcb9af609da5a6973917945c7ef2e8ca77ef70ac4b86b92b5623b2e9d6cfcb5d689d3d11c8|The Italian got her words mixed up.
00a6d1817b245d3b33ccce16bb80b2a2f418c2cc3459f4225219fa1b9010d6e4294269f4c8334f57c0ea4c7cd4b1863899d5bd7cc8f8761ec05a67a4c594a570|How would you like to get a ticket next week?
030eab66e109c63267c25d5f0f7164f604ff6f9de23a6ae8d1885abf4718dc539fb29858f1a1d12c56658a0c8c43b457f5161a79d4ab1565f9f9d38286970b83|He's Mr. Big and Mr. Small.
017527a792370fa510c07319cfc9120f60dd506cfd74b2b0e7630b3a529b05b3b605484f561bc85548b9c02bed8bee8ed0b46bb91fd7c8dab0ae717c7e4b317f|"""Good-bye,"" said the boy."
007c1f19a604855e3910221ef619e5e2c348ffceacb0525c29f24a7f2e865a9b028bb99dc41f58fd1d43da1220b318fefbc40989c5ed34e4dabd74863edb7998|You're the hope of the world!
044a2ff762848f89c100432c864b6273c3e4be046e8aa5fe592f50706c2b802788c094180a3155bb9171f217ca56dc30258dbd14b2be6e17ccade22c3ec1da0f|What would you do?
04cce455552446972968c4e9a5a7491079fcc5c51d14cd52035dfcc04fdd068ee810a9011d761f2529f9a67235898b3bcc3807e9ea4838bcbab4fe5817b5a077|There is a dentist and some other doctors inside this clinic.
0008b9e977a007f2a7f14f882db1d9e62b84e0647700d7fda000508e9fe1663f7fa4ba6ac081e8db52087fdce871f002bff21dcb493fd9807b2f972537e8c9e1|But I found it difficult to get to work because of the investigations.
0414adb1bc7b91eba596eb725785f8bca0420b2a3e1cedff048e06a17d0d70fa50699e74c5bb6f8de93200315ea52cac467d692d2dc55c88807de8e99a1a5b5a|The boy was embarrassed, and confessed that he had observed nothing.
03cdf02f0f8e28b640c104437fed2b8d277d06675b52a84f041b99665304ae946cc3349b3234ad73f5e273c1e4c4e62424e2aa6abd7c1bac7ea5089c61bb1836|I myself heard nothing of that.
0199488c79d452c6ae994973a6e048b48c210c91e1a0b9919afc6085f1b868824a85380af1db708647c7411d6ca30a71856cc284e391df75f46c3e4cce9ccc7e|People leaning against railing watching city.
04d2d6790f968c009805a35c81c263364318426c0e558495e0ba6834abc49a13e795dfeb1d5ed3b720ed7e52c5c7a51ae286e29680bbda517e12ca150d85a360|Three men in restaurant employee attire sitting on a cement bench.
03d1e2e2a1808a080d10ae7a21c4e57ae56e9558d0958525b65e355871b9abf754cbf0f7edb28b3b8749731ef572e92080590fd3b8c8ec76a930d9140859ebe2|But if you have to go before then, go on in pursuit of your dream.
